Date,Open,High,Low,Close,Price_Percent_Change,Volatility,Price_Change,Gain,Loss,Avg_Gain,Avg_Loss,RS,RSI,12_Day_EMA,26_Day_EMA,MACD,MACD_Signal,MACD_Histogram,Volume,Gold_Close
1968-04-22,95.849998,96.07,94.220001,95.32,-0.55%,18.29%,-0.529998,0,0.005544796,0.005670303,0.001726713,3.283871341,76.65662854,95.50166575,92.29076881,3.210896942,2.411367279,-0.780982279,11720000,38.3
1968-04-23,95.68,97.480003,95.68,96.620003,1.35%,15.29%,1.300003,0.013546138,0,0.004854809,0.001726713,2.811590568,73.76423354,95.76416592,92.60999969,3.154166224,2.626445562,-1.100739793,14010000,38.05
1968-04-24,96.620003,97.809998,95.980003,96.919998,0.31%,15.27%,0.299995,0.003100085,0,0.004952775,0.001726713,2.86832593,74.1490242,96.02083275,92.91076892,3.110063827,2.802613607,-1.312741107,14810000,38.35
1968-04-25,96.919998,97.480003,95.68,96.620003,-0.31%,15.25%,-0.299995,0,0.003100085,0.004315665,0.001948147,2.215266262,68.89837673,96.29833292,93.18115381,3.117179109,2.941295905,-1.531231276,14430000,38.25
1968-04-26,96.620003,97.830002,96.220001,97.209999,0.61%,15.35%,0.589996,0.006087786,0,0.00446832,0.001948147,2.29362512,69.63831755,96.48666642,93.49730769,2.989358724,3.026174809,-1.709828001,13500000,38.5
1968-04-29,97.209999,98.610001,96.809998,97.970001,0.78%,14.83%,0.760002,0.007787743,0,0.005024587,0.001528274,3.287753169,76.67776197,96.67833333,93.84307685,2.835256487,3.061623581,-1.795982024,12030000,38.55
1968-04-30,97.970001,98.169998,96.580002,97.459999,-0.52%,13.21%,-0.510002,0,0.005219292,0.003764768,0.00190108,1.980330536,66.44667469,96.75583333,94.19423058,2.561602756,3.032877224,-1.856017653,14380000,39.1
1968-05-01,97.459999,98.610001,96.839996,97.970001,0.52%,12.98%,0.510002,0.005219292,0,0.003597978,0.00190108,1.892596567,65.42898476,96.87083375,94.56153838,2.309295365,2.942093838,-1.940747132,14440000,39.1
1968-05-02,97.970001,99.18,97.529999,98.589996,0.63%,12.63%,0.619995,0.006308476,0,0.003409364,0.00190108,1.793382113,64.20110248,97.03499983,94.95615354,2.078846295,2.818518415,-1.907428241,14260000,39.25
1968-05-03,98.589996,100.190002,97.980003,98.660004,0.07%,12.63%,0.070008,0.00070984,0,0.003415685,0.00190108,1.796707141,64.24366409,97.189167,95.33038446,1.858782538,2.668283481,-1.893667737,17990000,39.6
1968-05-06,98.660004,99.110001,97.269997,98.349998,-0.31%,12.84%,-0.310006,0,0.003147112,0.003393498,0.002125874,1.596283584,61.48340628,97.295,95.664615,1.630385,2.498974456,-1.899614962,12160000,39.7
1968-05-07,98.349998,99.589996,97.860001,98.900002,0.56%,13.03%,0.550004,0.005576734,0,0.003651516,0.002125874,1.717653838,63.20355499,97.549167,96.02346123,1.525705769,2.322934672,-1.880819255,13920000,39.3
1968-05-08,98.900002,99.739998,98.25,98.910004,0.01%,13.03%,0.010002,0.000101127,0,0.003459802,0.002125874,1.627472448,61.94060947,97.848334,96.3584615,1.4898725,2.142122826,-1.819045589,13120000,39.5
1968-05-09,98.910004,99.470001,97.68,98.389999,-0.53%,11.19%,-0.520005,0,0.005271223,0.003459802,0.001591608,2.173777772,68.49180781,97.99583367,96.58576904,1.410064628,1.966645704,-1.810555845,12890000,39.7
1968-05-10,98.389999,99.300003,97.760002,98.5,0.11%,10.44%,0.110001,0.001117385,0,0.003539615,0.001195551,2.960655927,74.75165683,98.1275005,96.81115369,1.316346808,1.797877962,-1.791147244,11700000,39.8
1968-05-13,98.5,99.099998,97.519997,98.190002,-0.32%,8.76%,-0.309998,0,0.003152151,0.002572034,0.001420705,1.810393061,64.41778861,98.25833375,96.99269219,1.265641558,1.653882274,-1.807664459,11860000,39.4
1968-05-14,98.190002,98.849998,97.330002,98.120003,-0.07%,8.74%,-0.069999,0,0.000713148,0.002350599,0.001471644,1.597260983,61.4979008,98.33416742,97.15730785,1.176859571,1.528056074,-1.843632997,13160000,39.6
1968-05-15,98.120003,98.790001,97.32,98.07,-0.05%,8.50%,-0.050003,0,0.000509741,0.002350599,0.001286619,1.826958031,64.62628772,98.34250067,97.34115396,1.001346705,1.408333897,-1.796410962,13180000,40.1
1968-05-16,98.07,98.690002,97.050003,97.599998,-0.48%,8.51%,-0.470002,0,0.004804036,0.001915757,0.001629764,1.175480935,54.03315268,98.35416725,97.44307708,0.911090173,1.303034746,-1.712137778,13030000,40.85
1968-05-17,97.599998,97.809998,96.110001,96.900002,-0.72%,8.24%,-0.699996,0,0.007197933,0.00135949,0.002143903,0.634119171,38.80495269,98.26500067,97.49038492,0.774615744,1.207949273,-1.586667664,11830000,41.6
1968-05-20,96.900002,97.410004,95.800003,96.449997,-0.47%,8.16%,-0.450005,0,0.004654831,0.00135949,0.002103584,0.64627311,39.25673729,98.08666742,97.48730792,0.599359494,1.105021909,-1.373996717,11180000,42
1968-05-21,96.449997,97.519997,95.919998,96.93,0.50%,8.11%,0.480003,0.00496436,0,0.00134128,0.002103584,0.637616722,38.9356504,97.94250042,97.500385,0.442115417,0.988604455,-1.082258923,13160000,42.6
1968-05-22,96.93,98.169998,96.470001,97.18,0.26%,7.39%,0.25,0.00257586,0,0.001074665,0.002103584,0.5108733,33.81311325,97.84500058,97.52192335,0.323077237,0.867828078,-0.734174553,14200000,42.2
1968-05-23,97.18,97.790001,96.379997,96.970001,-0.22%,7.34%,-0.209999,0,0.002163266,0.001023962,0.002258103,0.45346116,31.19871188,97.68416717,97.52807731,0.156089859,0.73891064,-0.37051362,12840000,41.5
1968-05-24,96.970001,97.730003,96.209999,97.150002,0.19%,7.42%,0.180001,0.001854534,0,0.001156429,0.002033309,0.568742153,36.25466121,97.53750033,97.53076962,0.006730718,0.599031657,0.013403849,13300000,41.75
1968-05-27,97.150002,97.809998,96.290001,96.989998,-0.16%,6.52%,-0.160004,0,0.001648337,0.000758091,0.002151048,0.35242852,26.0589388,97.42083358,97.57461577,-0.153782186,0.451182573,0.436701901,12720000,41.5
1968-05-28,96.989998,98.199997,96.410004,97.620003,0.65%,7.64%,0.630005,0.006474561,0,0.001213336,0.002151048,0.564067394,36.06413611,97.3475005,97.66307742,-0.315576923,0.304857726,0.81315471,13850000,41.6
1968-05-29,97.620003,98.739998,97.010002,97.919998,0.31%,7.50%,0.299995,0.003068377,0,0.001432506,0.001774532,0.807258423,44.66757009,97.32500017,97.71307723,-0.388077064,0.160505811,1.216737504,14100000,41.5
1968-05-31,97.919998,99.400002,97.660004,98.68,0.77%,8.55%,0.760002,0.007731493,0,0.001904942,0.001774532,1.073489954,51.77213191,97.37166658,97.78076962,-0.409103032,0.028981502,1.510505171,13090000,41.75
1968-06-03,98.720001,100.620003,98.720001,99.989998,1.32%,10.61%,1.309998,0.013187869,0,0.002846933,0.001549378,1.837468013,64.75731196,97.53166642,97.91038481,-0.378718391,-0.079693818,1.730142068,14970000,42
1968-06-04,99.989998,101.260002,99.32,100.379997,0.39%,10.63%,0.389999,0.003892793,0,0.003124989,0.001498439,2.085496583,67.59030603,97.763333,98.03230781,-0.268974808,-0.158703843,1.929216286,18030000,41.2
1968-06-05,100.379997,101.129997,99.260002,99.889999,-0.49%,11.10%,-0.489998,0,0.004893384,0.003124989,0.001811556,1.725030159,63.30315843,98.01249942,98.10615388,-0.093654468,-0.205007366,1.936353565,15590000,41.4
1968-06-06,99.889999,101.589996,99.5,100.650002,0.76%,10.98%,0.760003,0.007579601,0,0.003666389,0.001468411,2.49684167,71.40276586,98.36249983,98.22884631,0.133653526,-0.207500292,1.852372452,16130000,41.25
1968-06-07,100.650002,101.889999,100.239998,101.269997,0.61%,9.83%,0.619995,0.006141016,0,0.004105033,0.000954273,4.301740185,81.13826847,98.72416625,98.35576923,0.368397019,-0.167315147,1.750713122,17320000,41.2
1968-06-10,101.269997,102.25,100.419998,101.410004,0.14%,8.92%,0.140007,0.001381557,0,0.004203716,0.000621785,6.760725212,87.11460627,99.07666658,98.46423108,0.612435506,-0.082179848,1.518205919,14640000,41.35
1968-06-11,101.410004,102.400002,100.739998,101.660004,0.25%,8.91%,0.25,0.002462206,0,0.004024991,0.000621785,6.473286067,86.61900547,99.46750017,98.57961569,0.887884474,0.051538085,1.140578146,15700000,41.3
1968-06-13,101.660004,102.839996,100.550003,101.25,-0.40%,9.69%,-0.410004,0,0.004041245,0.003841001,0.000910445,4.218816078,80.83856597,99.80916667,98.69115423,1.118012436,0.218881363,0.692272971,21350000,42.1
1968-06-14,101.25,101.82,99.980003,101.129997,-0.12%,9.55%,-0.120003,0,0.001185918,0.003841001,0.000840635,4.56916826,82.04399736,100.1541666,98.77692327,1.377243314,0.41736429,0.225712697,14690000,41.4
1968-06-17,101.129997,101.709999,99.43,100.129997,-0.99%,11.62%,-1,0,0.009937476,0.003708534,0.001550454,2.391901512,70.5180119,100.3633328,98.82384608,1.539486673,0.630498186,-0.159215891,12570000,40.2
1968-06-18,100.129997,101.089996,99.43,99.989998,-0.14%,11.60%,-0.139999,0,0.001399151,0.003708534,0.001532655,2.419679075,70.75748987,100.5358328,98.8853845,1.65044825,0.843767415,-0.496138588,13630000,40.9
1968-06-20,99.989998,101.599998,99.519997,101.510002,1.51%,13.22%,1.520004,0.015087175,0,0.004323721,0.001532655,2.821065252,73.82928754,100.7716663,99.00115381,1.770512442,1.050897071,-0.723652398,16290000,40.7
1968-06-21,101.510002,101.589996,99.800003,100.660004,-0.84%,14.40%,-0.849998,0,0.008408794,0.004104551,0.002133283,1.924053163,65.80089539,100.8275001,99.09615388,1.731346199,1.228418479,-0.908866069,13450000,41.4
1968-06-24,100.660004,101.480003,99.660004,100.389999,-0.27%,14.21%,-0.270005,0,0.00268595,0.003552301,0.002325137,1.527781453,60.43961796,100.8283336,99.18346142,1.64487216,1.370249051,-1.163068666,12320000,41.05
1968-06-25,100.389999,101.099998,99.279999,100.080002,-0.31%,12.71%,-0.309997,0,0.003092705,0.002610311,0.002546045,1.025241539,50.62317355,100.8441672,99.26076919,1.583397974,1.478133769,-1.304543449,13200000,41.05
1968-06-27,100.080002,101.010002,99.110001,99.980003,-0.10%,12.54%,-0.099999,0,0.00099969,0.002332254,0.002617451,0.891040166,47.11905024,100.7883339,99.35230785,1.436026071,1.539038391,-1.372435301,15370000,41.05
1968-06-28,99.980003,100.629997,98.910004,99.580002,-0.40%,12.46%,-0.400001,0,0.004008835,0.002332254,0.002554269,0.913080825,47.72829318,100.647501,99.45538477,1.192116231,1.547272146,-1.323105108,12040000,40.85
1968-07-01,99.580002,100.330002,98.769997,99.400002,-0.18%,11.71%,-0.18,0,0.001809228,0.001790854,0.002683499,0.667357641,40.02486475,100.4800008,99.5688465,0.911154333,1.495484481,-1.234394776,11280000,40.95
1968-07-02,99.400002,100.599998,98.599998,99.739998,0.34%,11.33%,0.339996,0.003414646,0,0.001596113,0.002683499,0.594787967,37.29573959,100.3200003,99.67692335,0.643076987,1.395883405,-1.134088687,13350000,40.8
1968-07-03,99.739998,101.360001,99.599998,100.910004,1.17%,13.04%,1.170006,0.01166229,0,0.002330451,0.002683499,0.868437382,46.47934099,100.2916673,99.82038504,0.471282295,1.264864966,-0.9635191,14390000,40.95
1968-07-08,100.910004,102.760002,100.720001,101.940002,1.02%,14.06%,1.029998,0.010155354,0,0.002879962,0.002683499,1.073211258,51.76564876,100.3591678,100.0115389,0.347628827,1.106766786,-0.827343857,16860000,40.9
1968-07-09,101.940002,102.93,101.190002,102.230003,0.28%,13.92%,0.290001,0.002840782,0,0.003082875,0.002394839,1.287299359,56.28031826,100.5341683,100.2069236,0.327244673,0.950755506,-0.767422679,16540000,40.85
1968-07-11,102.230003,103.669998,101.410004,102.389999,0.16%,13.88%,0.159996,0.001563836,0,0.003194577,0.002310131,1.3828557,58.03354773,100.7341683,100.4146159,0.31955241,0.803497756,-0.823434083,20290000,40.9
1968-07-12,102.389999,103.239998,101.389999,102.339996,-0.05%,12.59%,-0.050003,0,0.000488478,0.003194577,0.001635202,1.953628386,66.1433373,100.8033345,100.5961541,0.207180385,0.65058469,-0.909688024,14810000,41.05
1968-07-15,102.339996,103.150002,101.440002,102.260002,-0.08%,12.56%,-0.079994,0,0.000781955,0.003194577,0.001591117,2.007757979,66.75264409,100.9366677,100.7630773,0.173590321,0.510314051,-1.047173872,13390000,41.1
1968-07-16,102.260002,102.720001,100.970001,101.699997,-0.55%,10.60%,-0.560005,0,0.005491336,0.002116922,0.001983355,1.067343972,51.62875586,101.0458342,100.8792311,0.16660309,0.396368147,-1.274445833,13380000,40.95
1968-07-18,101.699997,102.650002,100.489998,101.440002,-0.26%,9.65%,-0.259995,0,0.002559763,0.002116922,0.001565567,1.352175878,57.4861723,101.1591675,100.9350005,0.224167038,0.320036225,-1.528178347,17420000,40.6
1968-07-19,101.440002,101.82,99.800003,100.459999,-0.97%,10.90%,-0.980003,0,0.009707882,0.002116922,0.002067134,1.02408572,50.59497777,101.1991672,100.9380775,0.261089705,0.277593194,-1.692722168,14620000,40.15
1968-07-22,100.459999,100.879997,98.510002,99.330002,-1.13%,12.28%,-1.129997,0,0.011311968,0.002116922,0.002654224,0.797567246,44.36925784,101.1783338,100.9165391,0.261794718,0.254316796,-1.896881636,13530000,39.4
1968-07-23,99.330002,99.93,97.889999,99.209999,-0.12%,12.29%,-0.120003,0,0.001208855,0.002116922,0.002669164,0.793102958,44.23075399,101.1625003,100.8611544,0.301345865,0.249174245,-2.04923895,13570000,39.1
1968-07-25,99.209999,100.07,97.43,97.940002,-1.29%,13.74%,-1.269997,0,0.012883739,0.002116922,0.003303086,0.640892203,39.05754456,101.0125006,100.7330777,0.279422929,0.243860718,-2.074310038,16140000,39.15
1968-07-26,97.940002,99.139999,97.220001,98.339996,0.41%,13.99%,0.399994,0.004075755,0,0.002408047,0.003173855,0.758713632,43.14025991,100.7983333,100.6150004,0.183332827,0.228725209,-2.060071811,11690000,38.9
1968-07-29,98.339996,98.779999,96.889999,97.650002,-0.70%,14.13%,-0.689994,0,0.007041144,0.002164144,0.003676794,0.588595368,37.05130832,100.4408333,100.4607696,-0.019936327,0.203490019,-1.965926454,10940000,37.8
1968-07-30,97.650002,98.620003,96.839996,97.739998,0.09%,12.26%,0.089996,0.000921194,0,0.001396923,0.003676794,0.379929574,27.53253363,100.0666662,100.3257695,-0.259103333,0.155412946,-1.86182333,10250000,38
1968-08-01,97.739998,98.82,96.779999,97.279999,-0.47%,10.20%,-0.459999,0,0.004717463,0.00067154,0.004013756,0.167309725,14.33293339,99.64083283,100.1776927,-0.536859821,0.0772504,-1.64269949,14380000,39.1
1968-08-02,97.279999,97.470001,95.790001,96.629997,-0.67%,9.73%,-0.650002,0,0.006704187,0.000468627,0.004492626,0.104310348,9.445745808,99.16499958,100.0430773,-0.878077686,-0.045221236,-1.343560912,9860000,38.65
1968-08-05,96.629997,97.510002,95.949997,96.849998,0.23%,9.85%,0.220001,0.002274148,0,0.000519364,0.004492626,0.115603656,10.36243069,98.71416592,99.92230804,-1.208142122,-0.208469217,-0.937364187,8850000,38.65
1968-08-06,96.849998,97.82,96.419998,97.25,0.41%,10.56%,0.400002,0.004121613,0,0.000813765,0.004457735,0.182551219,15.43706661,98.34333283,99.75846181,-1.415128974,-0.394794071,-0.443218365,9620000,39.2
1968-08-08,97.25,98.32,96.580002,97.040001,-0.22%,10.48%,-0.209999,0,0.002161708,0.000813765,0.004556289,0.178602588,15.15375832,97.97666608,99.61923092,-1.64256484,-0.61078415,0.079630906,12920000,39.1
1968-08-09,97.040001,97.559998,96.110001,97.010002,-0.03%,10.57%,-0.029999,0,0.000309188,0.000813765,0.004186135,0.19439528,16.27562363,97.68916633,99.48923104,-1.800064705,-0.841838331,0.576454075,8390000,38.75
1968-08-12,97.010002,98.489998,96.720001,98.010002,1.03%,12.67%,1,0.010255448,0,0.001546297,0.004003295,0.386256044,27.8632541,97.57916633,99.40961565,-1.830449321,-1.065591903,1.077258833,10420000,38.9
1968-08-13,98.010002,99.199997,97.68,98.529999,0.53%,12.57%,0.519997,0.005291525,0,0.001924263,0.003309875,0.581370303,36.76370436,97.52249967,99.35384627,-1.831346603,-1.266859712,1.54192384,12730000,39.1
1968-08-15,98.529999,99.360001,97.480003,98.07,-0.47%,11.51%,-0.459999,0,0.004679551,0.001924263,0.002836131,0.678481735,40.4223484,97.53333283,99.29576927,-1.762436436,-1.433896723,1.89966589,12710000,38.9
1968-08-16,98.07,99.209999,97.620003,98.68,0.62%,12.07%,0.61,0.006200782,0,0.002367176,0.002749784,0.860858852,46.26137286,97.5616665,99.26807688,-1.706410385,-1.563846786,2.170705606,9940000,38.8
1968-08-19,98.68,99.639999,98.160004,99,0.32%,10.01%,0.32,0.003237558,0,0.00259843,0.001829517,1.420281979,58.68250027,97.67416633,99.23961542,-1.56544909,-1.640221386,2.415349425,9900000,38.8
1968-08-20,99,99.650002,98.080002,98.959999,-0.04%,9.85%,-0.040001,0,0.000404132,0.002307305,0.001858384,1.241565385,55.38831896,97.77583308,99.16461523,-1.388782147,-1.6602925,2.568881904,10640000,38.85
1968-08-22,98.959999,99.580002,97.709999,98.699997,-0.26%,9.15%,-0.260002,0,0.002630802,0.002307305,0.001543359,1.494988791,59.91965961,97.89416625,99.03999965,-1.145833404,-1.63037077,2.598255257,15140000,38.85
1968-08-23,98.699997,99.57,97.709999,98.690002,-0.01%,9.16%,-0.009995,0,0.000101272,0.002241505,0.001550593,1.445579425,59.10989478,98.06583333,98.90384577,-0.838012436,-1.540976058,2.564437533,9890000,38.8
1968-08-26,98.690002,99.669998,98.290001,98.940002,0.25%,8.69%,0.25,0.002529982,0,0.002422218,0.001213631,1.995843568,66.62042001,98.24000033,98.77115358,-0.531153244,-1.399985896,2.464729614,9740000,38.55
1968-08-27,98.940002,99.610001,98.160004,98.809998,-0.13%,7.69%,-0.130004,0,0.001314832,0.002422218,0.000828677,2.922992971,74.50925843,98.37000017,98.63538442,-0.265384256,-1.226089778,2.35166663,9710000,38.45
1968-08-29,98.809998,99.489998,97.900002,98.739998,-0.07%,7.77%,-0.07,0,0.000708681,0.002259779,0.000879298,2.569982376,71.98865723,98.51166658,98.49999965,0.011666929,-1.021310496,2.186246028,10940000,38.6
1968-08-30,98.739998,99.519997,98.199997,98.860001,0.12%,7.62%,0.120003,0.001214605,0,0.002052136,0.000879298,2.333835445,70.00451832,98.66583317,98.39076904,0.275064128,-0.794921545,1.996716103,8190000,38.75
1968-09-03,98.860001,99.889999,98.309998,99.32,0.46%,7.57%,0.459999,0.004642243,0,0.002383725,0.00072489,3.28839545,76.68125499,98.77499967,98.3092305,0.465769167,-0.553568261,1.810555037,8620000,38.95
1968-09-04,99.32,100.489998,98.949997,100.019997,0.70%,7.96%,0.699997,0.007023175,0,0.00288538,0.000702805,4.105519993,80.4133565,98.89916617,98.29230735,0.606858821,-0.312200716,1.632905536,10040000,39
1968-09-05,100.019997,101.339996,99.629997,100.739998,0.72%,7.20%,0.720001,0.007172784,0,0.00266519,0.000702805,3.792217923,79.13283544,99.121666,98.34653796,0.775128038,-0.071766251,1.435804353,12980000,39.1
1968-09-06,100.739998,101.879997,100.230003,101.199997,0.46%,7.11%,0.459999,0.004555807,0,0.002612638,0.000702805,3.717444209,78.80208105,99.33166575,98.42307635,0.908589404,0.15650295,1.207086582,13180000,39.15
1968-09-09,101.199997,102.089996,100.470001,101.230003,0.03%,6.21%,0.030006,0.000296458,0,0.002633814,0.000368551,7.146395779,87.72463274,99.51749933,98.54961485,0.967884487,0.357158164,0.974123964,11890000,39.35
1968-09-10,101.230003,101.809998,100.120003,100.730003,-0.50%,6.81%,-0.5,0,0.004951486,0.002190901,0.000722229,3.033527045,75.20780228,99.66499967,98.64153819,1.023461474,0.529893132,0.748504502,11430000,40.3
1968-09-12,100.730003,101.400002,99.699997,100.519997,-0.21%,6.96%,-0.210006,0,0.002087017,0.001959647,0.000871302,2.249102801,69.2222727,99.81666633,98.75192262,1.064743718,0.67768513,0.543789088,14630000,39.65
1968-09-13,100.519997,101.529999,99.889999,100.860001,0.34%,7.00%,0.340004,0.003376744,0,0.002200843,0.000842435,2.612477909,72.31816982,99.99749958,98.87192273,1.125576853,0.801452899,0.436751883,13070000,39.65
1968-09-16,100.860001,102.010002,100.330002,101.239998,0.38%,6.74%,0.379997,0.003760489,0,0.002469449,0.000654521,3.772913108,79.04843484,100.1891659,99.02423038,1.164935532,0.900327499,0.400569885,13260000,39.4
1968-09-17,101.239998,102.18,100.639999,101.5,0.26%,6.66%,0.260002,0.002564883,0,0.002652655,0.000647287,4.098113542,80.38490136,100.4133328,99.21153819,1.201794558,0.982108098,0.373596812,13920000,39.55
1968-09-19,101.5,102.529999,100.839996,101.589996,0.09%,6.68%,0.089996,0.000886267,0,0.002535247,0.000647287,3.916728479,79.66127265,100.6508326,99.39384581,1.256986776,1.054344538,0.314052597,17910000,39.55
1968-09-20,101.589996,102.370003,100.809998,101.660004,0.07%,6.48%,0.070008,0.000688886,0,0.002584453,0.00055337,4.670386312,82.36451725,100.8841662,99.56346135,1.320704821,1.11496418,0.245868839,14190000,39.8
1968-09-23,101.660004,102.82,101.199997,102.239998,0.57%,6.55%,0.579994,0.00568902,0,0.002990811,0.00050275,5.948901973,85.6092372,101.1274993,99.76346123,1.364038103,1.165569591,0.169622858,11550000,39.85
1968-09-24,102.239998,103.209999,101.589996,102.589996,0.34%,6.52%,0.349998,0.003417452,0,0.003148158,0.00050275,6.2618729,86.22944778,101.3416659,99.97807638,1.363589532,1.209536818,0.084244964,15210000,39.98
1968-09-26,102.589996,103.629997,101.589996,102.360001,-0.22%,6.87%,-0.229995,0,0.002244402,0.002816569,0.000663065,4.247804665,80.94441269,101.4766662,100.145384,1.331282128,1.243739113,-0.036111088,18950000,39.9
1968-09-27,102.360001,103.07,101.360001,102.309998,-0.05%,6.43%,-0.050003,0,0.000488621,0.002314914,0.000697966,3.316656195,76.83392063,101.5691663,100.2907686,1.278397635,1.267478437,-0.161132136,13860000,39.95
1968-09-30,102.309998,103.290001,101.709999,102.669998,0.35%,5.78%,0.36,0.003512541,0,0.002053468,0.000697966,2.942073628,74.63264022,101.6891658,100.4676916,1.221474218,1.2781337,-0.214672008,13610000,40
1968-10-01,102.669998,103.580002,101.800003,102.860001,0.18%,5.52%,0.190003,0.001848908,0,0.001860118,0.000697966,2.66505459,72.7152768,101.8666657,100.6284609,1.238204782,1.286274728,-0.198261702,15560000,40
1968-10-03,102.860001,104.129997,102.339996,103.220001,0.35%,5.62%,0.36,0.003493792,0,0.002088499,0.000697966,2.99226393,74.95155587,102.091666,100.7907686,1.300897385,1.297286153,-0.179401333,21110000,40
1968-10-04,103.220001,104.349998,102.650002,103.709999,0.47%,4.64%,0.489998,0.004735891,0,0.002426777,0.000344289,7.048670799,87.57558826,102.3291658,100.9734609,1.35570491,1.308254835,-0.177485598,15350000,40
1968-10-07,103.709999,104.400002,102.93,103.699997,-0.01%,4.23%,-0.010002,0,9.64E-05,0.002426777,0.000202105,12.00750665,92.31213155,102.5341658,101.1657686,1.368397135,1.313553981,-0.23150284,12420000,40.05
1968-10-08,103.699997,104.449997,102.839996,103.739998,0.04%,4.28%,0.040001,0.000385663,0,0.002213128,0.000202105,10.95038959,91.63207197,102.7208323,101.3599992,1.360833019,1.31319786,-0.32377486,14000000,40.18
1968-10-10,103.739998,104.300003,102.610001,103.290001,-0.43%,5.24%,-0.449997,0,0.004347174,0.001944522,0.000512617,3.793319768,79.1376322,102.8624993,101.5273069,1.335192449,1.310042629,-0.433952738,17000000,40.2
1968-10-11,103.290001,103.900002,102.389999,103.18,-0.11%,5.35%,-0.110001,0,0.00106554,0.001761316,0.000588727,2.991734088,74.94823107,102.9891657,101.6953839,1.293781782,1.305875924,-0.560298514,12650000,40.55
1968-10-14,103.18,104.029999,102.480003,103.32,0.14%,5.35%,0.14,0.001355932,0,0.001794863,0.000588727,3.048717189,75.30081867,103.0791658,101.8715378,1.207628026,1.298012634,-0.625896743,11980000,40.45
1968-10-15,103.32,104.25,102.660004,103.529999,0.20%,5.35%,0.209999,0.002030448,0,0.001890689,0.000588727,3.211485016,76.25540644,103.1574994,102.0511531,1.106346301,1.285220643,-0.683104842,13410000,40.53
1968-10-17,103.809998,105.010002,103.809998,104.010002,0.46%,5.13%,0.480003,0.004625651,0,0.001814734,0.000588727,3.082469658,75.50502309,103.2949995,102.2315378,1.063461692,1.265804744,-0.740099443,21060000,40.5
