Date,Open,High,Low,Close,Price_Percent_Change,Volatility,Price_Change,Gain,Loss,Avg_Gain,Avg_Loss,RS,RSI,12_Day_EMA,26_Day_EMA,MACD,MACD_Signal,MACD_Histogram,Volume,
1977-05-17,99.470001,100.110001,98.760002,99.769997,0.30%,6.41%,0.299996,0.299996,0,0.237274387,0.201732347,1.176184142,54.0480063,99.36249983,99.3369235,0.025576333,26.87447574,-26.84889941,22290000,
1977-05-18,99.769997,100.93,99.580002,100.300003,0.53%,6.62%,0.530006,0.530006,0,0.258183788,0.187322893,1.378282085,57.9528431,99.47666675,99.34269277,0.133973981,26.91196789,-26.77799391,27800000,
1977-05-19,100.300003,100.739998,99.489998,99.879997,-0.42%,7.03%,-0.420006,0,0.420006,0.239742089,0.203943115,1.175534112,54.03427626,99.5141665,99.33192327,0.182243231,26.95490633,-26.7726631,21280000,
1977-05-20,99.879997,100.120003,98.910004,99.449997,-0.43%,7.12%,-0.43,0,0.43,0.222617654,0.220090036,1.011484475,50.28547262,99.47166633,99.27230777,0.199358564,26.98390036,-26.7845418,18950000,
1977-05-23,99.349998,99.349998,97.879997,98.150002,-1.32%,8.80%,-1.299995,0,1.299995,0.206716393,0.297226104,0.695485322,41.01983739,99.30833308,99.16115396,0.147179122,26.88912204,-26.74194291,18290000,
1977-05-24,98.150002,98.25,97,97.669998,-0.49%,8.46%,-0.480004,0,0.480004,0.191950936,0.310281668,0.618634473,38.21952907,99.15666642,99.05076923,0.105897186,26.81663047,-26.71073328,20050000,
1977-05-25,97.669998,98.139999,96.5,96.769997,-0.93%,8.90%,-0.900001,0,0.900001,0.178240155,0.352404478,0.50578289,33.5893636,98.95583283,98.92384604,0.031986795,26.69432089,-26.6623341,20710000,
1977-05-26,96.769997,97.470001,96.199997,97.010002,0.25%,8.94%,0.240005,0.240005,0,0.18265193,0.327232729,0.558171336,35.82220538,98.75083292,98.79346142,-0.042628506,26.56220859,-26.60483709,18620000,
1977-05-27,97.010002,97.260002,95.919998,96.269997,-0.77%,9.27%,-0.740005,0,0.740005,0.169605363,0.356716463,0.475462674,32.22464943,98.54166608,98.65961515,-0.117949071,26.34448412,-26.46243319,15730000,
1977-05-31,96.269997,96.75,95.519997,96.120003,-0.16%,8.99%,-0.149994,0,0.149994,0.157490695,0.341950573,0.46056567,31.53337637,98.32416608,98.57038442,-0.24621834,26.09255908,-26.33877742,17800000,
1977-06-01,96.120003,97.269997,95.889999,96.93,0.84%,9.82%,0.809997,0.809997,0,0.204098288,0.317525532,0.642777564,39.12748615,98.14916617,98.56192281,-0.412756641,25.87961307,-26.29236971,18320000,
1977-06-02,96.93,97.529999,96.230003,96.739998,-0.20%,9.81%,-0.190002,0,0.190002,0.189519839,0.308416708,0.614492774,38.06104209,97.92166592,98.54769192,-0.626026006,25.68495575,-26.31098176,18620000,
1977-06-03,96.739998,98.120003,96.550003,97.690002,0.98%,10.78%,0.950004,0.950004,0,0.243840136,0.286386943,0.851435939,45.98786925,97.748333,98.53730742,-0.788974423,25.61977523,-26.40874965,20330000,
1977-06-06,97.690002,98.260002,96.889999,97.230003,-0.47%,10.59%,-0.459999,0,0.459999,0.226422983,0.298787805,0.757805305,43.11087826,97.49249967,98.49999996,-1.007500295,25.59968374,-26.60718403,18930000,
1977-06-07,97.230003,98.010002,96.599998,97.730003,0.51%,10.80%,0.5,0.5,0,0.245964199,0.277445818,0.886530567,46.99264261,97.3133335,98.47269231,-1.159358808,25.65497474,-26.81433355,21110000,
1977-06-08,97.730003,98.75,97.489998,98.199997,0.48%,10.75%,0.469994,0.469994,0,0.261966328,0.25762826,1.016838477,50.41744733,97.20916683,98.44461527,-1.235448436,25.79375492,-27.02920335,22200000,
1977-06-09,98.199997,98.620003,97.510002,98.139999,-0.06%,10.68%,-0.059998,0,0.059998,0.243254447,0.243511813,0.998943107,49.97356371,97.20833325,98.39499985,-1.186666596,25.89758624,-27.08425284,19940000,
1977-06-10,98.139999,98.860001,97.68,98.459999,0.33%,10.74%,0.32,0.32,0,0.248736272,0.226118112,1.100028078,52.38158907,97.27416667,98.33730754,-1.063140872,26.07750612,-27.140647,20630000,
1977-06-13,98.459999,99.209999,98.059998,98.739998,0.28%,9.18%,0.279999,0.279999,0,0.250969324,0.209966818,1.195280884,54.44774256,97.43833342,98.28461512,-0.846281699,26.29139656,-27.13767826,20250000,
1977-06-14,98.760002,100.120003,98.760002,99.860001,1.13%,9.90%,1.120003,1.120003,0,0.313043158,0.194969188,1.605603228,61.62117128,97.67583333,98.298846,-0.623012667,26.51404542,-27.13705809,25390000,
1977-06-15,99.860001,100.309998,99.120003,99.610001,-0.25%,8.82%,-0.25,0,0.25,0.290682933,0.198899961,1.461452942,59.37358854,97.954167,98.3153845,-0.3612175,26.72836738,-27.08958488,22640000,
1977-06-16,99.610001,100.330002,98.910004,99.849998,0.24%,8.82%,0.239997,0.239997,0,0.287062509,0.184692821,1.554269992,60.84987088,98.26499992,98.32999977,-0.064999853,26.87582637,-26.94082623,24310000,
1977-06-17,99.849998,100.470001,99.339996,99.970001,0.12%,7.65%,0.120003,0.120003,0,0.275129687,0.171500476,1.604250278,61.60123286,98.51833333,98.37576908,0.142564256,27.08323177,-26.94066752,21960000,
1977-06-20,99.970001,100.760002,99.559998,100.419998,0.45%,7.43%,0.449997,0.449997,0,0.287620209,0.159250442,1.80608735,64.36319061,98.825,98.44076888,0.384231115,27.28658618,-26.90235507,22950000,
1977-06-21,100.419998,101.410004,100.160004,100.739998,0.32%,7.03%,0.32,0.32,0,0.289933051,0.147875411,1.960657624,66.22372031,99.07916633,98.50653808,0.572628256,27.47983003,-26.90720177,29730000,
1977-06-22,100.739998,101.07,99.900002,100.459999,-0.28%,7.14%,-0.279999,0,0.279999,0.269223548,0.15731281,1.71138986,63.11854615,99.34833267,98.54461492,0.803717744,27.65384423,-26.85012648,25070000,
1977-06-23,100.459999,101.099998,99.879997,100.620003,0.16%,6.37%,0.160004,0.160004,0,0.261422151,0.146076181,1.789628879,64.15293778,99.589166,98.57730746,1.011858538,27.81468403,-26.80282549,24330000,
1977-06-24,100.620003,101.650002,100.410004,101.190002,0.56%,5.70%,0.569999,0.569999,0,0.283463355,0.135642168,2.089787856,67.63531846,99.83833308,98.61153819,1.226794891,28.00133604,-26.77454115,27490000,
1977-06-27,101.190002,101.629997,100.470001,100.980003,-0.21%,5.96%,-0.209999,0,0.209999,0.263215972,0.14095337,1.867397511,65.12517026,100.0750001,98.65384612,1.421153968,28.06362259,-26.64246862,19870000,
1977-06-28,100.980003,101.360001,99.870003,100.139999,-0.84%,7.35%,-0.840004,0,0.840004,0.244414832,0.190885558,1.280426001,56.14854419,100.2150001,98.68038465,1.534615429,28.07704825,-26.54243282,22670000,
1977-06-29,100.139999,100.489998,99.300003,100.110001,-0.03%,7.34%,-0.029998,0,0.029998,0.226956629,0.179393589,1.265132327,55.85246883,100.329167,98.75576923,1.573397769,28.06456007,-26.4911623,19000000,
1977-06-30,100.110001,100.879997,99.68,100.480003,0.37%,7.36%,0.370002,0.370002,0,0.237174156,0.166579762,1.42378734,58.74225501,100.3808338,98.86384635,1.516987487,28.07868216,-26.56169467,19410000,
1977-07-01,100.480003,100.760002,99.629997,100.099998,-0.38%,7.65%,-0.380005,0,0.380005,0.220233145,0.181824422,1.211240728,54.77652037,100.4216669,98.99192331,1.429743609,28.00809224,-26.57834863,18160000,
1977-07-05,100.099998,100.720001,99.620003,100.089996,-0.01%,6.03%,-0.010002,0,0.010002,0.204502206,0.169551391,1.206136995,54.67189924,100.4416668,99.11038462,1.331282135,27.91451676,-26.58323462,16850000,
1977-07-06,100.089996,100.410004,99.199997,99.580002,-0.51%,6.35%,-0.509994,0,0.509994,0.189894905,0.193868721,0.979502545,49.48225743,100.4091668,99.2376925,1.171474333,27.80187111,-26.63039678,21230000,
1977-07-07,99.580002,100.300003,99.120003,99.93,0.35%,6.45%,0.349998,0.349998,0,0.201330841,0.180020955,1.118374474,52.79399311,100.3683337,99.38423085,0.984102821,27.70951752,-26.7254147,21740000,
1977-07-08,99.93,100.620003,99.370003,99.790001,-0.14%,6.45%,-0.139999,0,0.139999,0.186950066,0.177162244,1.055247791,51.34406641,100.2891673,99.49423088,0.794936365,27.54696482,-26.75202846,23820000,
1977-07-11,99.790001,100.160004,98.900002,99.550003,-0.24%,6.15%,-0.239998,0,0.239998,0.17359649,0.181650512,0.955661992,48.86641944,100.2133343,99.602308,0.61102625,27.38994657,-26.77892032,19790000,
1977-07-12,99.550003,100.010002,98.809998,99.449997,-0.10%,5.90%,-0.100006,0,0.100006,0.161196741,0.175818761,0.916834698,47.83066057,100.1158338,99.67000012,0.445833635,27.30725192,-26.86141828,22470000,
1977-07-13,99.449997,99.989998,98.830002,99.589996,0.14%,5.91%,0.139999,0.139999,0,0.159682617,0.163260278,0.978086147,49.44608446,99.98249992,99.76076908,0.22173084,27.24124565,-27.01951481,23160000,
1977-07-15,99.589996,100.68,99.279999,100.18,0.59%,6.48%,0.590004,0.590004,0,0.190419858,0.15159883,1.256077362,55.67527882,99.915833,99.85499973,0.060833269,27.20626268,-27.14542941,29120000,
1977-07-18,100.18,101.400002,99.940002,100.949997,0.77%,6.88%,0.769997,0.769997,0,0.231818225,0.140770342,1.646783138,62.21828733,99.98333283,99.96076896,0.022563872,27.28630484,-27.26374097,29890000,
1977-07-19,100.949997,102.169998,100.68,101.790001,0.83%,7.68%,0.840004,0.840004,0,0.275260066,0.130715318,2.105798093,67.80215681,100.1233328,100.1011537,0.022179179,27.43015171,-27.40797253,31930000,
1977-07-20,101.790001,102.57,101.139999,101.730003,-0.06%,6.56%,-0.059998,0,0.059998,0.255598633,0.125664081,2.033983235,67.04002882,100.2274995,100.226923,0.000576462,27.60453674,-27.60396028,29380000,
1977-07-21,101.730003,102.190002,100.849998,101.589996,-0.14%,6.62%,-0.140007,0,0.140007,0.237341588,0.126688575,1.873425352,65.19833031,100.351666,100.3365383,0.015127654,27.72475542,-27.70962777,26880000,
1977-07-22,101.589996,102.279999,101.019997,101.669998,0.08%,6.51%,0.080002,0.080002,0,0.226103046,0.117639391,1.922001161,65.77687876,100.4833328,100.4061536,0.077179218,27.8761255,-27.79894628,23110000,
1977-07-25,101.669998,101.849998,100.459999,100.849998,-0.81%,7.31%,-0.82,0,0.82,0.209952828,0.167808006,1.251149058,55.57824141,100.5891658,100.4538458,0.135320026,27.95379552,-27.8184755,20430000,
1977-07-26,100.849998,100.919998,99.720001,100.269997,-0.58%,7.79%,-0.580001,0,0.580001,0.194956198,0.197250363,0.988369275,49.70753105,100.6174989,100.4699996,0.147499301,27.98662475,-27.83912545,21390000,
1977-07-27,100.269997,100.290001,98.309998,98.639999,-1.64%,10.32%,-1.629998,0,1.629998,0.181030755,0.29958948,0.604262724,37.66607022,100.5216654,100.4188457,0.102819724,27.88302156,-27.78020183,26440000,
1977-07-28,98.639999,99.360001,97.779999,98.790001,0.15%,10.19%,0.150002,0.150002,0,0.178814415,0.278190231,0.642777479,39.12748302,100.4583319,100.3561535,0.102178417,27.7274799,-27.62530149,26340000,
1977-07-29,98.790001,99.209999,97.709999,98.849998,0.06%,10.21%,0.059997,0.059997,0,0.170327457,0.2583195,0.6593674,39.7360705,100.408332,100.2834612,0.124870808,27.50476728,-27.37989647,20350000,
1977-08-01,98.849998,99.839996,98.459999,99.120003,0.27%,10.27%,0.270005,0.270005,0,0.177447282,0.239868107,0.739770216,42.521145,100.3691659,100.2319229,0.137243032,27.24892355,-27.11168052,17920000,
1977-08-02,99.120003,99.269997,98.139999,98.5,-0.63%,10.58%,-0.620003,0,0.620003,0.164772476,0.2670206,0.617077769,38.16005517,100.2291659,100.1503843,0.078781609,26.96312429,-26.88434269,17910000,
1977-08-03,98.5,98.860001,97.529999,98.370003,-0.13%,10.54%,-0.129997,0,0.129997,0.153003013,0.2572332,0.594802745,37.29632062,100.0141664,100.0419228,-0.027756391,26.68115682,-26.70891321,21710000,
1977-08-04,98.370003,99.190002,97.790001,98.739998,0.38%,10.31%,0.369995,0.369995,0,0.168502441,0.2388594,0.705446137,41.36431646,99.7599995,99.95576877,-0.195769269,26.43054781,-26.62631708,18870000,
1977-08-05,98.739998,99.440002,98.309998,98.760002,0.02%,9.55%,0.020004,0.020004,0,0.157895409,0.221798014,0.711888292,41.58497347,99.51249942,99.90269196,-0.390192545,26.27069067,-26.66088322,19940000,
1977-08-08,98.760002,98.860001,97.68,97.989998,-0.78%,8.73%,-0.770004,0,0.770004,0.146617166,0.260955584,0.561847206,35.97325036,99.21249958,99.82115338,-0.608653801,26.10634863,-26.71500243,15870000,
1977-08-09,97.989998,98.629997,97.480003,98.050003,0.06%,8.81%,0.060005,0.060005,0,0.140430583,0.2423159,0.579535155,36.69023467,98.91083333,99.72769185,-0.816858513,26.06542383,-26.88228234,19900000,
1977-08-10,98.050003,99.059998,97.669998,98.919998,0.88%,10.06%,0.869995,0.869995,0,0.192542327,0.225007621,0.855714689,46.11240586,98.75,99.68230723,-0.932307231,26.11087449,-27.04318172,18280000,
1977-08-11,98.919998,99.449997,97.900002,98.160004,-0.77%,10.27%,-0.759994,0,0.759994,0.178789303,0.263220934,0.679236642,40.44913177,98.57416725,99.60807677,-1.033909519,26.0789108,-27.11282032,21740000,
1977-08-12,98.160004,98.510002,97.309998,97.879997,-0.29%,9.95%,-0.280007,0,0.280007,0.166018639,0.264419939,0.627859758,38.56964675,98.51083375,99.54269196,-1.031858212,25.9972376,-27.02909581,16870000,
1977-08-15,97.879997,98.559998,97.139999,98.18,0.31%,10.03%,0.300003,0.300003,0,0.17558895,0.2455328,0.715134394,41.69553106,98.46000033,99.47538427,-1.015383936,26.00038612,-27.01577005,15750000,
1977-08-16,98.18,98.599998,97.349998,97.730003,-0.46%,7.59%,-0.449997,0,0.449997,0.163046882,0.260137386,0.626772203,38.52857836,98.36666742,99.39615358,-1.02948616,25.97738955,-27.00687571,19340000,
1977-08-17,97.730003,98.400002,97.120003,97.739998,0.01%,7.53%,0.009995,0.009995,0,0.152114605,0.241556144,0.629727742,38.64005782,98.251667,99.326538,-1.074871,25.91258849,-26.98745949,20920000,
1977-08-18,97.739998,98.690002,97.209999,97.68,-0.06%,7.51%,-0.059998,0,0.059998,0.141249276,0.228587705,0.617921581,38.19230723,98.18333367,99.25846119,-1.075127526,25.8502293,-26.92535683,21040000,
1977-08-19,97.68,98.290001,96.779999,97.510002,-0.17%,7.33%,-0.169998,0,0.169998,0.131160042,0.224402726,0.584485066,36.88801354,98.11166692,99.17846142,-1.066794506,25.83480868,-26.90160319,20800000,
1977-08-22,97.510002,98.290001,96.839996,97.790001,0.29%,7.12%,0.279999,0.279999,0,0.141791396,0.20837396,0.680466006,40.49269687,98.0325005,99.08653838,-1.054037885,25.8542919,-26.90832979,17870000,
1977-08-23,97.790001,98.519997,97.18,97.620003,-0.17%,7.13%,-0.169998,0,0.169998,0.131663439,0.20563282,0.640284169,39.0349539,97.93750058,98.95846169,-1.020961109,25.75106106,-26.77202217,20290000,
1977-08-24,97.620003,97.989998,96.769997,97.230003,-0.40%,6.98%,-0.39,0,0.39,0.122258908,0.218801904,0.558765283,35.84665948,97.87416767,98.78307715,-0.908909487,25.68966767,-26.59857716,18170000,
1977-08-25,97.18,97.18,95.809998,96.150002,-1.12%,8.14%,-1.080001,0,1.080001,0.113526129,0.280316126,0.404993215,28.82527906,97.71583425,98.56846173,-0.852627481,25.57556326,-26.42819074,19400000,
1977-08-26,96.150002,96.419998,95.040001,96.059998,-0.09%,7.68%,-0.090004,0,0.090004,0.10541712,0.266722402,0.395231592,28.32731099,97.47750092,98.3557695,-0.878268583,25.41787463,-26.29614321,18480000,
1977-08-29,96.059998,97.25,95.93,96.919998,0.89%,8.83%,0.86,0.86,0,0.159315897,0.247670802,0.643256676,39.1452343,97.37416708,98.17307719,-0.798910109,25.41418127,-26.21309138,15280000,
1977-08-30,96.919998,97.550003,96.040001,96.379997,-0.56%,7.84%,-0.540001,0,0.540001,0.14793619,0.268551531,0.550867052,35.51994037,97.24916708,98.00115408,-0.751986994,25.35808036,-26.11006736,18220000,
1977-08-31,96.379997,97,95.589996,96.769997,0.40%,7.72%,0.39,0.39,0,0.165226462,0.249369278,0.662577456,39.85242635,97.13166683,97.86653869,-0.734871859,25.35400319,-26.08887505,19080000,
1977-09-01,96.769997,97.540001,96.349998,96.830002,0.06%,7.70%,0.060005,0.060005,0,0.157710643,0.231557187,0.681087231,40.51468707,97.05666675,97.79692342,-0.740256673,25.36334535,-26.10360202,18820000,
1977-09-02,96.830002,97.760002,96.510002,97.449997,0.64%,8.14%,0.619995,0.619995,0,0.190730955,0.215017388,0.887048979,47.00720485,97.0325,97.74538481,-0.712884808,25.40719438,-26.12007918,15620000,
1977-09-06,97.449997,98.129997,96.93,97.709999,0.27%,8.02%,0.260002,0.260002,0,0.195678886,0.199659003,0.980065428,49.49661836,97.03499992,97.70153869,-0.666538776,25.48991005,-26.15644882,16130000,
1977-09-07,97.709999,98.379997,97.330002,98.010002,0.31%,8.12%,0.300003,0.300003,0,0.203130609,0.185397646,1.095648264,52.28206866,97.07666658,97.65884635,-0.582179763,25.63369831,-26.21587807,18070000,
1977-09-08,98.010002,98.43,97.010002,97.279999,-0.75%,8.75%,-0.730003,0,0.730003,0.18862128,0.224298028,0.840940427,45.67993698,97.03416642,97.61192323,-0.577756814,25.77973371,-26.35749053,18290000,
1977-09-09,97.099998,97.099998,95.970001,96.370003,-0.94%,9.56%,-0.909996,0,0.909996,0.175148331,0.273276455,0.640919948,39.05857495,96.92999975,97.53500015,-0.605000404,25.86758478,-26.47258518,18100000,
1977-09-12,96.370003,96.639999,95.370003,96.029999,-0.35%,9.47%,-0.340004,0,0.340004,0.162637736,0.278042708,0.584937966,36.90604795,96.82999942,97.43076942,-0.600770006,25.8165743,-26.4173443,18700000,
1977-09-13,96.029999,96.559998,95.480003,96.089996,0.06%,9.50%,0.059997,0.059997,0,0.155306255,0.258182515,0.601536688,37.5599693,96.82499892,97.32807688,-0.503077968,25.82590935,-26.32898732,14900000,
1977-09-14,96.089996,96.879997,95.660004,96.550003,0.48%,9.71%,0.460007,0.460007,0,0.177070594,0.239740906,0.738591492,42.48217569,96.86583267,97.27269246,-0.406859795,25.84400335,-26.25086315,17330000,
1977-09-15,96.550003,97.309998,96.150002,96.800003,0.26%,8.46%,0.25,0.25,0,0.182279837,0.222616556,0.818806294,45.0188839,96.85583308,97.22461554,-0.368782455,25.88345113,-26.25223358,18230000,
1977-09-16,96.800003,97.300003,96.050003,96.480003,-0.33%,8.59%,-0.32,0,0.32,0.169259849,0.229572516,0.737282718,42.43884489,96.86416692,97.13076958,-0.26660266,25.82125592,-26.08785858,18340000,
1977-09-19,96.480003,96.589996,95.459999,95.849998,-0.66%,8.08%,-0.630005,0,0.630005,0.15716986,0.258174836,0.60877296,37.84082499,96.78750033,97.04192319,-0.254422859,25.69398532,-25.94840818,16890000,
1977-09-20,95.849998,96.290001,95.230003,95.889999,0.04%,7.79%,0.040001,0.040001,0,0.148800655,0.239733777,0.62069124,38.2979327,96.70916675,96.96538481,-0.256218058,25.54150576,-25.79772381,19030000,
1977-09-21,95.889999,96.519997,94.830002,95.099998,-0.83%,8.18%,-0.790001,0,0.790001,0.138172037,0.279038578,0.495171807,33.11805403,96.5133335,96.84692319,-0.333589692,25.40362913,-25.73721882,22200000,
1977-09-22,95.099998,95.610001,94.510002,95.089996,-0.01%,8.15%,-0.010002,0,0.010002,0.128302606,0.25982168,0.493810239,33.05709293,96.29499992,96.74538446,-0.450384545,25.32872554,-25.77911009,16660000,
1977-09-23,95.089996,95.690002,94.599998,95.040001,-0.05%,7.38%,-0.049995,0,0.049995,0.119138134,0.24483406,0.48660768,32.73275705,96.04749983,96.64153842,-0.59403859,25.26957015,-25.86360874,18760000,
1977-09-26,95.040001,95.68,94.440002,95.379997,0.36%,7.50%,0.339996,0.339996,0,0.134913696,0.227345913,0.593429168,37.24226842,95.88916633,96.55307677,-0.663910436,25.24892242,-25.91283285,18230000,
1977-09-27,95.379997,96.010002,94.760002,95.239998,-0.15%,7.18%,-0.139999,0,0.139999,0.125277003,0.221106848,0.566590337,36.16710275,95.79499925,96.46576892,-0.670769673,25.15524033,-25.82601,19080000,
1977-09-28,95.239998,95.910004,94.730003,95.309998,0.07%,6.81%,0.07,0.07,0,0.121328646,0.205313501,0.590943338,37.14421024,95.73499917,96.37038419,-0.635385026,25.05019078,-25.68557581,17960000,
1977-09-29,95.309998,96.279999,95.089996,95.849998,0.56%,6.39%,0.54,0.54,0,0.151233743,0.190648251,0.793260581,44.23565597,95.71499933,96.30230708,-0.587307744,25.04963021,-25.63693796,21160000,
1977-09-30,95.849998,96.849998,95.660004,96.529999,0.71%,6.93%,0.680001,0.680001,0,0.189002832,0.177030519,1.067628528,51.63541292,95.71333233,96.27538385,-0.562051513,25.17012563,-25.73217714,21170000,
1977-10-03,96.529999,97.110001,95.860001,96.739998,0.22%,6.98%,0.209999,0.209999,0,0.190502559,0.164385482,1.158877028,53.67962199,95.70833192,96.298076,-0.589744083,25.29891382,-25.8886579,19460000,
1977-10-04,96.739998,97.269997,95.730003,96.029999,-0.74%,7.42%,-0.709999,0,0.709999,0.176895233,0.203357876,0.869871561,46.52039097,95.67083158,96.29692219,-0.626090609,25.40983994,-26.03593055,20850000,
1977-10-05,96.029999,96.360001,95.199997,95.68,-0.37%,7.40%,-0.349999,0,0.349999,0.164259859,0.213832242,0.768171617,43.44440381,95.65666508,96.24922996,-0.592564878,25.49491636,-26.08748124,18300000,
1977-10-06,95.68,96.449997,95.300003,96.050003,0.39%,7.56%,0.370003,0.370003,0,0.178955798,0.198558511,0.901274881,47.40371263,95.66999875,96.23653788,-0.566539135,25.63252623,-26.19906537,18490000,
1977-10-07,96.050003,96.510002,95.480003,95.970001,-0.08%,7.02%,-0.080002,0,0.080002,0.166173241,0.190090188,0.874181053,46.64336198,95.742499,96.20576881,-0.463269808,25.71187093,-26.17514074,16250000,
1977-10-10,95.970001,96.150002,95.32,95.75,-0.23%,7.09%,-0.220001,0,0.220001,0.154303724,0.192226675,0.802717541,44.52819272,95.79749933,96.16423027,-0.366730936,25.7897398,-26.15647073,10580000,
1977-10-11,95.75,95.970001,94.730003,94.93,-0.86%,7.16%,-0.82,0,0.82,0.143282029,0.237067627,0.604393064,37.67113417,95.78833258,96.06730731,-0.278974724,25.79123513,-26.07020986,17870000,
1977-10-12,94.82,94.82,93.400002,94.040001,-0.94%,8.17%,-0.889999,0,0.889999,0.133047598,0.283705582,0.468963626,31.924795,95.67666625,95.92615354,-0.249487288,25.65855012,-25.90803741,22440000,
1977-10-13,94.040001,94.32,92.889999,93.459999,-0.62%,8.49%,-0.580002,0,0.580002,0.123544199,0.304869612,0.405236186,28.83758544,95.528333,95.75115342,-0.222820423,25.41756216,-25.64038258,23870000,
1977-10-14,93.459999,94.190002,92.879997,93.559998,0.11%,8.28%,0.099999,0.099999,0,0.121862399,0.283093211,0.430467401,30.09277951,95.38249967,95.60807646,-0.225576795,25.17563947,-25.40121626,20410000,
1977-10-17,93.559998,94.029999,92.870003,93.470001,-0.10%,8.28%,-0.089997,0,0.089997,0.113157942,0.269300624,0.420191902,29.58698057,95.18416658,95.49653792,-0.31237134,24.99701394,-25.30938528,17340000,
1977-10-18,93.470001,94.190002,93.010002,93.459999,-0.01%,8.24%,-0.010002,0,0.010002,0.105075232,0.250779294,0.418994845,29.5275805,94.92833325,95.39769177,-0.469358519,24.84356996,-25.31292848,20130000,
1977-10-19,93.459999,93.709999,92.07,92.379997,-1.16%,8.63%,-1.080002,0,1.080002,0.097569858,0.310009487,0.314731845,23.93886221,94.56499983,95.2549995,-0.689999667,24.58163716,-25.27163682,22030000,
1977-10-20,92.379997,93.120003,91.599998,92.669998,0.31%,7.90%,0.290001,0.290001,0,0.111314939,0.287865953,0.386690188,27.88583864,94.28499975,95.10576854,-0.820768788,24.36946388,-25.19023267,20520000,
1977-10-21,92.669998,92.989998,91.800003,92.32,-0.38%,7.56%,-0.349998,0,0.349998,0.103363872,0.292303956,0.353617767,26.12390115,94.00499975,94.93346073,-0.928460981,24.14881387,-25.07727485,20230000,
1977-10-24,92.32,92.620003,91.360001,91.629997,-0.75%,7.57%,-0.690003,0,0.690003,0.095980739,0.320711031,0.299274828,23.03398956,93.63666592,94.74692204,-1.110256122,23.95647141,-25.06672753,19210000,
1977-10-25,91.629997,91.709999,90.199997,91,-0.69%,7.72%,-0.629997,0,0.629997,0.089124972,0.342802886,0.259988977,20.63422632,93.22249917,94.56038365,-1.337884487,23.79036258,-25.12824707,23590000,
1977-10-26,91,92.459999,90.440002,92.099998,1.20%,9.75%,1.099998,1.099998,0,0.161330188,0.318316965,0.506822462,33.63518096,92.91833233,94.41461438,-1.496282051,23.79550167,-25.29178372,24860000,
1977-10-27,92.099998,93.150002,91.540001,92.339996,0.26%,10.01%,0.239998,0.239998,0,0.166949317,0.295580039,0.564819322,36.09485863,92.70249867,94.30846046,-1.605961795,23.79475651,-25.40071831,21920000,
1977-10-28,92.339996,93.129997,91.879997,92.610001,0.29%,10.29%,0.270005,0.270005,0,0.174310437,0.274467179,0.635086636,38.8411612,92.583332,94.21307604,-1.629744038,23.82926723,-25.45901127,18050000,
1977-10-31,92.610001,93.029999,91.849998,92.339996,-0.29%,9.90%,-0.270005,0,0.270005,0.161859692,0.274148452,0.590408922,37.12308914,92.48999842,94.10922969,-1.619231276,23.84520017,-25.46443145,17070000,
1977-11-01,92.190002,92.190002,91,91.349998,-1.08%,10.11%,-0.989998,0,0.989998,0.150298285,0.325280563,0.462057383,31.60323173,92.30583175,93.95422973,-1.648397981,23.86526039,-25.51365837,17170000,
1977-11-02,91.349998,91.589996,90.290001,90.709999,-0.70%,10.19%,-0.639999,0,0.639999,0.139562694,0.347760451,0.401318474,28.63863437,92.07583158,93.779999,-1.704167417,23.81320825,-25.51737567,20760000,
1977-11-03,90.709999,91.18,90.010002,90.760002,0.06%,10.16%,0.050003,0.050003,0,0.133165573,0.322920419,0.412378917,29.19747046,91.85083183,93.60499915,-1.754167321,23.79145413,-25.54562145,18090000,
1977-11-04,90.760002,91.970001,90.720001,91.580002,0.90%,11.21%,0.82,0.82,0,0.182225175,0.299854675,0.607711635,37.79979082,91.78416558,93.44076854,-1.656602955,23.9032279,-25.55983085,21700000,
1977-11-07,91.580002,92.699997,91.32,92.290001,0.77%,11.87%,0.709999,0.709999,0,0.219923305,0.278436484,0.789850892,44.12942417,91.75249917,93.27769169,-1.525192526,24.10765171,-25.63284424,21270000,
1977-11-08,92.290001,92.970001,91.82,92.459999,0.18%,10.84%,0.169998,0.169998,0,0.216357212,0.258548163,0.836815891,45.55796231,91.76416575,93.11307635,-1.348910596,24.17979185,-25.52870245,19210000,
1977-11-09,92.459999,93.269997,92.010002,92.980003,0.56%,11.02%,0.520004,0.520004,0,0.238046268,0.240080437,0.991527134,49.78727717,91.87666625,92.99576881,-1.119102558,24.29685399,-25.41595655,21330000,
1977-11-10,92.980003,95.099998,92.690002,94.709999,1.84%,13.26%,1.729996,1.729996,0,0.344614106,0.222931835,1.545827255,60.72003715,92.18583283,92.95846108,-0.772628244,24.5291491,-25.30177735,31980000,
1977-11-11,95.099998,96.489998,95.099998,95.980003,1.33%,13.36%,1.270004,1.270004,0,0.410713384,0.207008132,1.984044684,66.48843748,92.50916658,92.95576877,-0.446602186,24.8471822,-25.29378438,35260000,
1977-11-14,95.980003,96.379997,94.910004,95.32,-0.69%,13.36%,-0.660003,0,0.660003,0.381376714,0.239364908,1.593285818,61.43888216,92.75750025,92.93076873,-0.173268481,25.15506012,-25.3283286,23220000,
